ID_Pedido,Data_Pedido,ID_Cliente,Segmento,Pais,Cidade,Estado,ID_Produto,Categoria,SubCategoria,Valor_Venda
VI-0154-401401,18/05/2025,UZ-50300,Corporate,United States,Houston,TX,VIC-MN-46417313,Furniture,Storage,514.32
SE-5672-681110,10/11/2022,LD-45174,Home Office,Brazil,Salvador,BA,USA-GM-64635114,Office Supplies,Binders,165.67
LU-8485-393138,08/11/2020,ST-57179,Consumer,Canada,Ottawa,ON,COM-DM-36553232,Technology,Phones,725.08
JI-8025-022665,12/06/2021,PQ-26481,Corporate,United States,New York,NY,SOY-GU-12243049,Technology,Machines,614.89
IX-4413-220710,05/02/2024,JL-42565,Consumer,United States,Houston,TX,DBU-EL-28488159,Office Supplies,Envelopes,107.93
SD-9221-426484,10/07/2021,FR-64173,Corporate,Canada,Calgary,AB,ZGJ-GT-10887834,Furniture,Bookcases,478.23
AF-2434-524368,27/05/2023,DL-70838,Consumer,United States,Chicago,IL,LHV-EW-70040853,Office Supplies,Art,126.64
ZP-5146-954607,09/05/2024,XX-82314,Consumer,United States,Houston,TX,FSS-ZR-76110225,Furniture,Tables,291.38
PL-4132-697179,09/01/2025,LF-85864,Home Office,Canada,Ottawa,ON,SOZ-ZU-15701639,Technology,Accessories,758.84
ES-1227-473198,14/04/2021,IR-06215,Corporate,Brazil,Salvador,BA,KVW-TX-73818556,Furniture,Tables,429.0
CM-1752-614220,29/03/2024,DJ-82730,Consumer,Brazil,Rio de Janeiro,RJ,AYS-JB-20705342,Technology,Phones,444.34
TO-4960-708519,11/05/2022,HU-12103,Home Office,United States,New York,NY,PXK-CH-53831615,Office Supplies,Envelopes,88.84
YM-0223-779644,19/02/2022,UP-91209,Consumer,Brazil,Belo Horizonte,MG,SGA-EE-23717035,Office Supplies,Art,143.5
BE-9931-964076,10/05/2025,HX-50043,Corporate,Brazil,Rio de Janeiro,RJ,ISR-EB-28691413,Office Supplies,Paper,108.66
NW-3917-983032,02/01/2023,GE-11093,Consumer,Canada,Toronto,ON,SYM-XL-88129565,Furniture,Furnishings,500.2
NE-2931-236892,26/07/2024,ZS-56988,Home Office,Brazil,Curitiba,PR,WZK-VK-71494974,Technology,Accessories,813.77
XN-7601-794343,16/07/2022,LA-78048,Corporate,United States,Miami,FL,WYJ-NU-72931228,Office Supplies,Paper,64.05
XE-2042-563443,08/03/2021,LD-21690,Consumer,Brazil,São Paulo,SP,SOI-QJ-79396906,Technology,Phones,827.7
LG-7007-625996,30/01/2025,SS-49261,Corporate,Brazil,São Paulo,SP,VYU-RI-25194867,Furniture,Furnishings,389.47
LY-6333-193338,27/03/2022,UM-46609,Home Office,Brazil,Salvador,BA,WSD-BF-73282015,Office Supplies,Paper,75.22
TV-2018-603214,06/06/2023,MH-65449,Consumer,Brazil,Curitiba,PR,KDT-PH-69065227,Furniture,Chairs,304.36
RU-4121-455664,25/01/2021,AJ-57720,Corporate,United States,Los Angeles,CA,NWR-JG-05080458,Technology,Phones,773.51
JT-2315-899832,10/04/2023,NI-28497,Consumer,Canada,Ottawa,ON,DNT-RU-66616010,Office Supplies,Paper,82.78
NU-0985-499157,07/05/2023,EL-56195,Corporate,Brazil,São Paulo,SP,SZQ-XF-17894026,Furniture,Tables,489.01
MM-5438-853805,10/11/2023,PG-43265,Corporate,Brazil,Curitiba,PR,AXO-IG-82768815,Technology,Machines,908.14
WI-0029-990776,10/06/2023,FP-28072,Corporate,United States,Los Angeles,CA,UVH-HB-58674280,Furniture,Chairs,532.26
UK-1503-091371,29/03/2025,CB-83790,Consumer,Canada,Vancouver,BC,VSI-WL-27363793,Technology,Phones,860.52
LR-4143-725984,04/11/2022,KJ-19228,Consumer,Brazil,Salvador,BA,DAT-VC-85027494,Furniture,Storage,308.92
TJ-7837-039396,03/10/2023,JM-76712,Corporate,United States,Miami,FL,DXB-UP-73922030,Technology,Copiers,264.15
NH-7026-607902,05/07/2023,VQ-07812,Home Office,Canada,Ottawa,ON,PWL-KX-16049018,Office Supplies,Supplies,52.35
MT-5003-991568,23/12/2023,NU-34711,Corporate,United States,Miami,FL,YJG-BJ-13959274,Technology,Copiers,682.64
RB-2688-371571,15/06/2020,HH-69247,Corporate,United States,Miami,FL,VFZ-JT-23517359,Furniture,Furnishings,328.21
XO-9376-313108,13/11/2022,LF-56049,Consumer,United States,Los Angeles,CA,ECX-II-76549417,Furniture,Chairs,411.39
BF-1658-647026,22/05/2022,ZR-68047,Corporate,Canada,Montreal,QC,SWP-RZ-36946805,Furniture,Furnishings,463.42
PE-5415-305386,15/05/2022,PK-72539,Corporate,United States,Houston,TX,EJZ-XF-91469685,Office Supplies,Art,105.97
QC-9086-943837,06/05/2022,RT-25528,Corporate,Brazil,Belo Horizonte,MG,UCA-GI-00353244,Furniture,Chairs,290.01
BZ-3516-607738,11/07/2022,AT-73788,Home Office,Brazil,Salvador,BA,LAM-PJ-86719713,Furniture,Bookcases,429.37
OK-2677-227672,23/05/2022,VR-32907,Home Office,Canada,Vancouver,BC,UEC-SQ-68188195,Office Supplies,Envelopes,129.57
EB-6961-901692,07/03/2024,JS-98309,Consumer,Brazil,Rio de Janeiro,RJ,PVD-HK-50049687,Furniture,Bookcases,483.35
ZF-6162-227002,14/05/2022,WT-66953,Corporate,United States,Houston,TX,BBZ-FX-32950646,Office Supplies,Envelopes,86.66
UG-1660-728986,08/06/2023,BA-30983,Corporate,United States,Los Angeles,CA,ZEP-IX-41650765,Furniture,Bookcases,350.03
ER-7517-145224,28/05/2023,OU-91090,Consumer,Brazil,Rio de Janeiro,RJ,QGJ-HY-39040044,Technology,Phones,1176.4
YZ-6935-083700,06/05/2024,LN-58689,Consumer,United States,Chicago,IL,BEZ-ZL-37920638,Office Supplies,Envelopes,100.54
QT-9729-006438,25/11/2023,ZB-28239,Consumer,United States,Houston,TX,OGC-BU-39163888,Technology,Machines,521.41
ZK-7683-735486,18/07/2021,TJ-14255,Home Office,United States,Miami,FL,RPM-RJ-55599285,Office Supplies,Binders,69.36
QG-6575-824083,21/08/2024,LM-58583,Corporate,United States,New York,NY,KZK-GU-66055378,Office Supplies,Paper,75.24
FR-5071-627854,07/04/2025,HL-29057,Consumer,United States,Miami,FL,NAZ-DK-58429524,Furniture,Chairs,343.66
CH-9619-123805,13/08/2023,KW-33504,Corporate,Brazil,Curitiba,PR,HEN-DU-85386835,Furniture,Chairs,472.71
YI-5937-563885,23/02/2022,ZW-53193,Home Office,Canada,Vancouver,BC,ILM-ZJ-56429277,Technology,Machines,885.99
NW-3143-420424,04/01/2021,QQ-39768,Corporate,Brazil,Salvador,BA,OMJ-UL-84900060,Office Supplies,Supplies,100.66
UL-9893-145662,20/08/2023,TV-82516,Home Office,United States,Chicago,IL,TRQ-BT-65301938,Office Supplies,Art,130.55
HU-7515-256628,17/03/2024,FA-25302,Home Office,United States,New York,NY,VEZ-IP-73804767,Technology,Phones,416.84
SY-9018-384403,06/07/2022,OS-90103,Corporate,United States,Houston,TX,VZE-HJ-90225590,Technology,Phones,744.04
LJ-2235-303367,10/06/2024,YA-32891,Home Office,Canada,Ottawa,ON,PTK-SU-12681182,Technology,Phones,463.18
VO-2832-557444,21/01/2022,OX-69358,Corporate,Brazil,Salvador,BA,JDM-BT-41032678,Technology,Copiers,424.97
DT-1130-144441,30/12/2023,BO-86890,Consumer,Canada,Montreal,QC,DYU-LO-76614489,Furniture,Tables,215.49
BW-9301-310571,12/04/2024,FT-99439,Corporate,Brazil,Curitiba,PR,PSC-VH-85686748,Office Supplies,Envelopes,81.9
AT-2187-540657,29/09/2023,WJ-22458,Consumer,Brazil,São Paulo,SP,BGI-PV-77130597,Office Supplies,Binders,70.14
US-1551-334123,26/09/2020,EP-15033,Corporate,Brazil,Rio de Janeiro,RJ,VHM-AU-77474673,Technology,Accessories,1110.19
ZR-0032-066317,05/08/2020,DT-71228,Corporate,United States,Los Angeles,CA,KMT-NG-42416607,Technology,Machines,819.89
HL-5345-756834,04/06/2023,MQ-27789,Consumer,Brazil,São Paulo,SP,RXG-KD-84333362,Furniture,Chairs,261.15
OQ-0190-938761,16/06/2020,SI-47332,Consumer,United States,Houston,TX,RGA-PY-06339953,Furniture,Bookcases,241.46
QW-5550-145307,15/08/2022,ZL-30022,Consumer,Brazil,Salvador,BA,XXC-WS-00773765,Furniture,Bookcases,415.17
ET-6220-369995,08/01/2023,ML-53802,Home Office,United States,Miami,FL,EOL-RZ-91202802,Office Supplies,Envelopes,43.13
KP-0116-628927,01/10/2022,UW-30815,Home Office,United States,Miami,FL,UGT-VV-07861308,Technology,Machines,238.58
ZV-0017-692099,28/06/2023,AN-07278,Home Office,Canada,Montreal,QC,MCU-HK-08525946,Furniture,Furnishings,386.44
QN-4696-243413,23/01/2024,SL-99255,Home Office,Canada,Montreal,QC,BUF-II-59528921,Furniture,Tables,419.32
PZ-4028-795736,06/07/2022,OI-75995,Corporate,Brazil,Salvador,BA,SWE-NA-46689676,Office Supplies,Art,61.99
BW-7369-654035,15/02/2021,EI-87429,Corporate,Canada,Montreal,QC,CFJ-XE-93043113,Technology,Copiers,493.77
AP-5001-792256,11/06/2023,JM-41874,Corporate,Brazil,Curitiba,PR,HWU-IA-48806406,Office Supplies,Binders,97.78
WH-9843-495979,05/09/2023,EF-23247,Consumer,Brazil,Curitiba,PR,RDD-PL-46277208,Furniture,Tables,477.36
ZF-8355-381066,13/12/2022,HO-28164,Consumer,United States,Los Angeles,CA,XKJ-EJ-20963587,Technology,Machines,723.73
MB-9160-399898,20/03/2023,XU-52152,Corporate,United States,Houston,TX,UMY-RO-74192291,Technology,Machines,528.66
IZ-1919-878758,09/02/2024,NL-73562,Consumer,United States,New York,NY,HST-WT-61002703,Furniture,Furnishings,304.96
NO-5101-109005,04/10/2021,RQ-70986,Corporate,United States,New York,NY,IIP-LH-17292883,Furniture,Bookcases,314.64
NE-7461-220707,17/07/2022,TD-97175,Consumer,United States,Houston,TX,XYZ-OS-62837967,Office Supplies,Envelopes,68.93
BE-6373-354724,14/04/2024,TN-89159,Corporate,Brazil,Belo Horizonte,MG,HVX-XY-10856886,Furniture,Storage,554.0
FM-5135-920766,23/01/2022,GQ-88996,Corporate,Brazil,Salvador,BA,MTR-MZ-27584662,Office Supplies,Supplies,58.21
EB-2787-618705,20/12/2021,NT-81091,Corporate,Brazil,Salvador,BA,GJH-GO-34296643,Furniture,Storage,462.49
DM-5182-164200,16/01/2025,YY-09878,Consumer,Brazil,Curitiba,PR,CHR-HX-97280995,Office Supplies,Paper,113.86
AL-1035-304847,07/08/2020,ZS-73971,Home Office,Canada,Montreal,QC,STJ-PX-79909742,Office Supplies,Binders,111.3
KT-2913-930239,22/09/2020,DP-91496,Consumer,Brazil,São Paulo,SP,JFX-LP-31060096,Technology,Phones,862.66
PK-8058-691956,22/09/2022,ZC-38651,Corporate,Brazil,Curitiba,PR,BVS-IL-48691290,Office Supplies,Binders,69.21
ZX-2113-591613,08/01/2025,SS-57059,Consumer,Canada,Vancouver,BC,JMV-AG-82929847,Furniture,Bookcases,395.22
DL-9393-361590,21/11/2023,IQ-66716,Consumer,Brazil,São Paulo,SP,GYX-DY-56266578,Office Supplies,Art,89.3
CF-5802-824021,25/10/2022,JA-92370,Home Office,Canada,Montreal,QC,YVK-QO-69191572,Technology,Phones,911.42
BP-3652-439435,27/03/2021,WT-84006,Corporate,Brazil,Rio de Janeiro,RJ,VJP-RH-58615843,Office Supplies,Binders,141.79
SR-9188-243675,12/01/2023,KK-80066,Consumer,Brazil,Curitiba,PR,PFT-PT-77121020,Furniture,Furnishings,387.82
RX-1056-901716,30/06/2021,WV-44112,Consumer,Brazil,Rio de Janeiro,RJ,BQL-ZJ-17384175,Office Supplies,Envelopes,98.9
UT-8311-695235,10/07/2024,DL-93922,Home Office,Brazil,Belo Horizonte,MG,RWQ-GI-03240072,Office Supplies,Supplies,135.07
LT-8785-427020,15/04/2021,MN-55746,Home Office,Canada,Toronto,ON,JBD-CH-90433168,Office Supplies,Paper,91.25
HW-2753-206134,21/07/2023,OK-92713,Home Office,Brazil,Salvador,BA,PGF-XK-74502145,Office Supplies,Paper,59.86
NL-4978-664391,12/06/2024,DM-61455,Consumer,Canada,Ottawa,ON,EJK-GP-25408345,Office Supplies,Supplies,143.22
CR-8709-526362,24/02/2023,NK-22585,Consumer,Brazil,Belo Horizonte,MG,NRQ-VV-63502998,Office Supplies,Art,112.05
JN-0874-765286,01/07/2024,EZ-84324,Home Office,Canada,Vancouver,BC,OPX-BA-61143438,Office Supplies,Envelopes,130.88
RM-9744-468717,17/11/2024,NX-09552,Corporate,United States,Miami,FL,NLE-CO-80717965,Office Supplies,Envelopes,124.31
TU-9117-786496,12/06/2020,YU-65889,Corporate,United States,Los Angeles,CA,UCD-ZU-49214758,Technology,Machines,549.66
IT-0992-643690,23/07/2022,WE-58552,Corporate,Brazil,Rio de Janeiro,RJ,CMT-XX-61295401,Furniture,Tables,446.15
EC-8983-437024,30/03/2025,NA-52835,Consumer,Brazil,São Paulo,SP,FLE-EQ-33003741,Technology,Phones,460.87
JG-7809-602015,05/07/2024,CK-28704,Corporate,Brazil,São Paulo,SP,OYX-SN-32002426,Furniture,Tables,415.2
MZ-3261-847606,11/10/2023,JO-37121,Corporate,Canada,Toronto,ON,HBA-VM-53841273,Office Supplies,Art,26.17
EC-1518-049637,12/03/2025,HX-27002,Home Office,Canada,Vancouver,BC,UKY-VK-00580998,Office Supplies,Envelopes,61.23
MI-6568-042850,22/01/2024,YE-85367,Home Office,United States,New York,NY,PXL-PG-76534738,Technology,Machines,813.38
OT-1804-718830,07/12/2022,DQ-10112,Corporate,Canada,Vancouver,BC,OUZ-DC-70540985,Technology,Phones,359.86
ZZ-2154-464797,26/08/2023,PG-18574,Corporate,United States,Los Angeles,CA,WUF-IP-66250284,Furniture,Storage,303.08
FG-8538-124383,13/02/2021,SW-41009,Consumer,Brazil,São Paulo,SP,EZU-SP-78294199,Office Supplies,Envelopes,116.02
LO-4827-215503,12/11/2020,AJ-68011,Corporate,Brazil,Salvador,BA,KJU-KC-21874064,Technology,Copiers,557.47
KS-3556-202294,04/04/2024,IZ-51319,Corporate,Canada,Montreal,QC,TFP-ZB-94847071,Furniture,Storage,339.67
ZV-1560-139947,21/12/2021,ZK-98457,Home Office,Canada,Calgary,AB,AYT-AL-10520681,Office Supplies,Supplies,130.51
SF-1387-343571,01/01/2024,DS-02347,Consumer,Canada,Vancouver,BC,YHI-GP-04729023,Furniture,Storage,416.73
ZP-9372-998187,05/04/2022,VF-22108,Corporate,United States,New York,NY,RRI-LY-44093069,Office Supplies,Paper,54.24
CY-2148-463462,10/07/2024,TX-71425,Consumer,Brazil,Rio de Janeiro,RJ,EIV-YV-63307273,Technology,Copiers,521.41
QK-9661-469561,08/02/2024,MV-66053,Home Office,United States,Los Angeles,CA,IMY-XI-92033009,Furniture,Bookcases,354.27
JH-9615-744342,02/03/2022,SR-11846,Home Office,Brazil,São Paulo,SP,ILQ-ID-29820107,Office Supplies,Art,140.07
OP-1648-878983,26/05/2021,WN-73202,Corporate,Canada,Montreal,QC,SDI-AV-53965402,Furniture,Chairs,197.77
ZS-0741-688113,17/12/2023,NW-69841,Consumer,United States,Miami,FL,RZP-FV-85538931,Furniture,Tables,535.83
LN-0956-148801,24/11/2020,PH-94349,Corporate,United States,Miami,FL,VQX-MN-71344391,Technology,Copiers,215.33
WL-7535-946457,23/11/2023,WJ-62133,Home Office,Canada,Ottawa,ON,UVP-HP-79602041,Technology,Accessories,728.13
VJ-1916-463121,10/11/2020,TN-83310,Corporate,United States,New York,NY,ORR-PN-06929512,Technology,Machines,630.81
PX-9218-900091,12/07/2020,JL-25311,Consumer,Canada,Calgary,AB,SPG-YW-04727003,Office Supplies,Art,128.78
QZ-5132-505303,24/09/2024,VB-58555,Home Office,Brazil,Salvador,BA,CPC-QQ-24360411,Technology,Phones,551.88
RM-8600-451266,08/10/2020,EU-78443,Corporate,United States,Houston,TX,SXK-IZ-61092594,Technology,Accessories,760.62
FU-9148-813415,10/03/2024,FL-91929,Consumer,United States,Miami,FL,ECC-CN-68471671,Office Supplies,Art,91.95
YL-5192-180439,11/03/2025,CB-69271,Consumer,United States,New York,NY,OCM-UX-93431752,Technology,Machines,903.59
QW-6024-869663,21/09/2021,OL-73462,Consumer,United States,Chicago,IL,VPN-IJ-16824197,Technology,Accessories,894.55
OM-0939-423503,17/10/2022,IH-65641,Corporate,Brazil,Rio de Janeiro,RJ,FGO-RP-62309270,Furniture,Bookcases,321.54
QY-8910-087292,20/09/2023,ZY-29990,Consumer,Brazil,Salvador,BA,YPO-PL-39677392,Furniture,Storage,552.12
OC-1126-833174,05/04/2023,UE-17199,Corporate,Canada,Ottawa,ON,CNY-ME-06517458,Furniture,Furnishings,508.19
LN-1649-273055,20/12/2022,DO-19426,Home Office,Canada,Montreal,QC,PDG-WJ-21812995,Technology,Phones,662.31
ZO-0167-807395,19/06/2020,EW-23812,Consumer,United States,Miami,FL,SNE-JR-78401688,Technology,Machines,701.73
LJ-4856-136626,21/03/2024,DZ-73448,Corporate,Brazil,Rio de Janeiro,RJ,GFG-VL-21982112,Technology,Machines,651.55
SB-1260-253248,04/07/2020,FB-59914,Home Office,Brazil,Curitiba,PR,JMR-FM-92650648,Furniture,Chairs,372.55
KK-1357-826183,13/08/2023,HB-41116,Consumer,Canada,Calgary,AB,WYT-EB-69890949,Office Supplies,Paper,124.4
KI-0405-092277,03/10/2024,OO-66345,Consumer,United States,New York,NY,SSG-YT-00470319,Furniture,Storage,379.69
VD-4335-842467,25/09/2022,PF-84504,Home Office,Brazil,Belo Horizonte,MG,FGA-TQ-37125698,Office Supplies,Envelopes,76.8
DG-4853-182467,31/05/2024,ZW-78813,Consumer,Brazil,Salvador,BA,SHW-CD-43218126,Technology,Accessories,584.15
OV-6757-691201,19/03/2023,KG-83422,Corporate,United States,New York,NY,VQX-HC-26961952,Office Supplies,Supplies,126.36
KC-8136-227679,12/08/2021,NM-90541,Home Office,Canada,Ottawa,ON,PRA-ON-17946238,Furniture,Chairs,389.22
JB-9050-731441,25/11/2023,MV-47463,Consumer,Brazil,São Paulo,SP,BNG-AH-24663216,Furniture,Chairs,109.83
RQ-7365-113327,04/06/2020,TH-97501,Consumer,United States,Los Angeles,CA,COE-RP-21880979,Office Supplies,Art,104.54
OO-3574-001226,12/08/2024,LV-00192,Home Office,Brazil,Curitiba,PR,CCW-VB-88092882,Office Supplies,Supplies,89.09
LA-5691-875946,15/01/2025,BY-13221,Home Office,Brazil,Salvador,BA,GEP-UB-82808162,Technology,Machines,564.11
RS-2713-462538,13/06/2020,VD-36652,Consumer,Brazil,Belo Horizonte,MG,PCO-DW-41026803,Office Supplies,Paper,122.59
XG-9500-872339,01/09/2023,QN-78801,Home Office,United States,Los Angeles,CA,JIX-ZS-12228819,Office Supplies,Binders,97.13
MO-5826-244863,29/06/2021,YV-87715,Consumer,Canada,Toronto,ON,BES-UV-10018035,Furniture,Tables,354.54
IF-1524-093835,08/09/2021,QM-56171,Home Office,United States,Los Angeles,CA,ARF-LU-97967277,Technology,Accessories,921.88
XE-2487-819935,02/11/2023,ZA-25637,Consumer,United States,Chicago,IL,YEV-LZ-08251238,Office Supplies,Envelopes,98.23
CP-6336-538477,04/01/2022,LO-36234,Home Office,United States,New York,NY,QCU-VN-52896606,Office Supplies,Paper,68.58
SM-5573-824079,28/09/2021,LG-65289,Home Office,Brazil,Rio de Janeiro,RJ,ZTN-PF-85505920,Technology,Copiers,431.07
ZF-6791-042855,05/12/2020,YH-98732,Home Office,Canada,Toronto,ON,QCT-OX-62823088,Furniture,Bookcases,581.29
OU-9887-142192,21/07/2023,DS-64666,Corporate,Canada,Calgary,AB,RUU-ZO-58945328,Office Supplies,Art,78.34
MF-7884-715415,12/07/2023,TW-05413,Consumer,Brazil,São Paulo,SP,ATX-DX-30453356,Office Supplies,Paper,91.97
YZ-6256-265859,01/09/2021,FA-25608,Corporate,Brazil,Curitiba,PR,WLG-VG-85788004,Furniture,Storage,379.2
RP-3419-961764,21/05/2025,UJ-29076,Corporate,Canada,Montreal,QC,YUR-KJ-24489877,Technology,Phones,432.12
BR-4850-678144,28/04/2023,JQ-94599,Consumer,United States,Houston,TX,QOZ-RO-85910615,Furniture,Chairs,326.97
KE-6671-288107,24/05/2022,TG-08482,Home Office,Canada,Ottawa,ON,YZK-NX-79465225,Furniture,Furnishings,316.91
AG-3053-051327,20/11/2021,ZJ-72546,Corporate,Brazil,Salvador,BA,HYK-KV-23088615,Technology,Machines,965.04
IN-7133-395975,26/10/2020,LN-57965,Consumer,Brazil,Curitiba,PR,WPD-UR-14917077,Technology,Machines,590.62
LC-9360-242011,26/09/2020,NY-02562,Home Office,Brazil,Belo Horizonte,MG,AXE-TE-40638636,Office Supplies,Art,93.15
HF-7670-310051,06/10/2020,MG-27761,Consumer,Brazil,São Paulo,SP,JBV-XI-67293835,Office Supplies,Paper,67.48
XT-2848-550563,24/12/2020,CO-30678,Corporate,Canada,Montreal,QC,JLR-YY-84110734,Furniture,Storage,459.07
DX-1171-393863,14/11/2022,KJ-85825,Consumer,United States,Houston,TX,EBV-HR-98281228,Technology,Machines,479.91
AS-2332-941946,09/12/2024,HW-07851,Corporate,Brazil,Salvador,BA,GNA-UA-15775041,Technology,Machines,741.91
BA-8312-692239,25/08/2024,AP-87293,Consumer,United States,New York,NY,SHJ-IP-17868088,Office Supplies,Art,82.36
SE-9005-223892,25/03/2022,QE-25637,Consumer,Brazil,São Paulo,SP,VOF-SD-62661840,Technology,Phones,899.14
PX-7371-161741,31/12/2024,WE-27008,Consumer,United States,New York,NY,YGA-LH-80324097,Office Supplies,Art,95.95
RZ-4754-800291,15/06/2022,IJ-67260,Consumer,United States,New York,NY,NGX-XM-60160722,Technology,Accessories,717.59
OX-0895-209811,19/03/2024,UY-49001,Consumer,Canada,Toronto,ON,UPC-ZE-87109126,Furniture,Storage,379.28
NM-1828-310319,19/01/2025,ET-81035,Home Office,United States,Miami,FL,FOO-AE-12315770,Furniture,Furnishings,295.7
YM-8729-131031,22/12/2021,GB-09840,Corporate,Canada,Ottawa,ON,ZWJ-VB-30936458,Technology,Machines,796.56
ST-4407-885861,26/01/2022,JL-89319,Consumer,Brazil,Salvador,BA,MVM-KQ-31982630,Office Supplies,Envelopes,132.62
PK-1236-166033,18/06/2020,GA-79058,Corporate,Brazil,Belo Horizonte,MG,SEV-FE-15653123,Technology,Phones,460.18
CW-0144-169930,22/04/2023,HK-71232,Consumer,Brazil,São Paulo,SP,FPR-QN-75092448,Technology,Phones,809.94
DR-2277-015590,13/07/2024,OC-53761,Consumer,Brazil,Salvador,BA,ANY-RK-81677208,Office Supplies,Art,100.87
WY-7167-296913,23/10/2021,NR-09539,Consumer,United States,Miami,FL,ACN-ME-92306794,Office Supplies,Paper,42.83
PV-7198-846613,28/09/2023,MH-92628,Consumer,Canada,Ottawa,ON,RNI-PT-83789526,Furniture,Storage,561.6
XY-4525-241616,19/07/2023,KW-38723,Home Office,Brazil,Rio de Janeiro,RJ,EPJ-VR-17451848,Technology,Phones,789.3
JO-7334-416837,06/02/2024,MX-92654,Corporate,Canada,Toronto,ON,RME-OO-27971320,Furniture,Tables,507.87
ZN-0337-336191,14/05/2021,HT-43169,Consumer,Brazil,Curitiba,PR,WUD-GE-73398832,Office Supplies,Binders,118.56
MX-5287-763825,10/02/2025,GO-07760,Corporate,Canada,Ottawa,ON,MAZ-AY-26843114,Technology,Accessories,752.38
XP-4679-323670,14/10/2020,PO-61051,Consumer,United States,Miami,FL,HKW-VR-51349072,Furniture,Bookcases,393.96
ZN-4690-615339,08/02/2021,DL-61331,Home Office,Brazil,Curitiba,PR,JSI-ZP-53397190,Office Supplies,Paper,136.48
NA-3348-460060,04/04/2022,AQ-08638,Corporate,Canada,Montreal,QC,IPH-RM-99927924,Furniture,Bookcases,325.03
QL-1856-091894,06/02/2025,YX-06925,Home Office,Canada,Calgary,AB,ERV-GQ-29193056,Office Supplies,Art,118.08
AN-2678-904422,26/04/2024,GY-76884,Consumer,Brazil,Curitiba,PR,HUC-MR-19033171,Technology,Copiers,785.94
RP-1645-465339,05/07/2023,DP-91603,Corporate,United States,Miami,FL,XNU-ME-31025117,Furniture,Chairs,516.77
VT-7124-920855,11/08/2024,FJ-59504,Consumer,United States,Miami,FL,SAL-GQ-10754387,Technology,Machines,1012.14
OC-7832-198009,03/02/2022,XJ-38033,Home Office,Canada,Vancouver,BC,NSR-OK-37132790,Furniture,Furnishings,472.28
HS-5304-910089,14/11/2021,QQ-58230,Consumer,Brazil,Rio de Janeiro,RJ,JXK-RF-86064277,Technology,Phones,617.05
QQ-1412-702295,20/12/2021,VN-72865,Home Office,Brazil,Rio de Janeiro,RJ,UHD-JS-02767168,Furniture,Chairs,333.33
GH-9172-864551,09/11/2024,PK-14313,Consumer,Canada,Calgary,AB,CMD-WU-82911710,Furniture,Storage,402.48
ZB-5413-981714,28/04/2023,DX-42139,Consumer,Brazil,Curitiba,PR,ICV-RD-42458882,Technology,Accessories,781.62
PN-3433-272220,09/08/2024,KU-08767,Home Office,Canada,Toronto,ON,IDN-XV-44917922,Furniture,Bookcases,405.4
BN-4586-247574,29/04/2021,LT-61686,Consumer,Brazil,Belo Horizonte,MG,JIB-CV-77564346,Office Supplies,Paper,55.76
AY-5104-346845,04/10/2021,IC-86004,Corporate,Brazil,São Paulo,SP,WDB-GJ-49986133,Office Supplies,Envelopes,81.35
KU-4045-067363,05/09/2020,YC-42036,Home Office,United States,Miami,FL,EBL-ZG-14820165,Office Supplies,Envelopes,138.92
SL-7773-813416,03/02/2023,EN-71657,Home Office,Canada,Vancouver,BC,CIX-QN-32844382,Furniture,Tables,162.87
XH-8317-482768,19/08/2023,YW-01498,Consumer,United States,Chicago,IL,SSM-VA-20225078,Technology,Accessories,638.49
UQ-1851-663425,15/06/2023,WA-39417,Corporate,United States,Houston,TX,UYJ-KE-52873014,Office Supplies,Binders,118.18
TJ-4320-931738,20/08/2021,GZ-02227,Corporate,United States,New York,NY,PRV-GM-92292300,Office Supplies,Paper,101.99
XB-0265-421467,10/02/2021,YN-16472,Home Office,Brazil,São Paulo,SP,SDC-GH-53938426,Office Supplies,Supplies,86.77
YU-9174-207525,03/07/2024,ME-36380,Corporate,United States,Los Angeles,CA,OYA-ZK-06213099,Furniture,Storage,411.05
OX-9063-470136,25/10/2021,RL-52776,Corporate,Brazil,Belo Horizonte,MG,OIM-UR-64939071,Furniture,Bookcases,568.5
WA-5335-736105,07/07/2024,HT-84406,Home Office,Brazil,Salvador,BA,PQI-WJ-43510868,Furniture,Furnishings,386.99
VO-1299-065001,18/07/2023,OJ-95892,Corporate,United States,Chicago,IL,WKH-NP-86609562,Technology,Accessories,508.14
OI-9956-663724,16/11/2022,CA-05803,Home Office,United States,Los Angeles,CA,QJM-HV-65078343,Office Supplies,Envelopes,70.76
WV-4830-371258,16/03/2022,XS-45431,Consumer,United States,Chicago,IL,GFO-UC-37420282,Office Supplies,Paper,121.34
PP-8438-321321,12/10/2024,XL-19107,Consumer,United States,Los Angeles,CA,EGR-HS-78962884,Furniture,Bookcases,503.15
SO-8968-594217,19/04/2023,GN-26082,Home Office,United States,Los Angeles,CA,ADG-SA-59129231,Technology,Accessories,754.01
FN-9561-718232,19/02/2024,EV-88279,Home Office,Brazil,Belo Horizonte,MG,FAY-CU-41397317,Office Supplies,Supplies,91.94
QI-1490-485845,26/01/2024,RN-11294,Corporate,United States,New York,NY,RWI-HF-54006217,Technology,Machines,768.09
DH-9607-604565,06/08/2020,PE-63857,Consumer,Canada,Calgary,AB,RRW-CG-96847081,Furniture,Furnishings,542.59
