ID_Pedido,Data_Pedido,ID_Cliente,Segmento,Pais,Cidade,Estado,ID_Produto,Categoria,SubCategoria,Valor_Venda
CA-1996-317294,19/12/2021,CL-49802,Consumer,Canada,Ottawa,ON,PROD-42629,Office Supplies,Storage,77.73
CA-1975-319686,19/10/2020,CL-87145,Consumer,Canada,Toronto,ON,PROD-29208,Technology,Machines,579.29
CA-2017-654965,16/12/2023,CL-55364,Corporate,Canada,Toronto,ON,PROD-66167,Furniture,Bookcases,205.83
BR-1991-605529,12/12/2022,CL-41713,Home Office,Brazil,Rio de Janeiro,RJ,PROD-12415,Office Supplies,Storage,81.48
BR-2019-820909,30/05/2025,CL-83034,Consumer,Brazil,São Paulo,SP,PROD-73049,Office Supplies,Storage,108.15
CA-2021-489206,14/04/2024,CL-47115,Corporate,Canada,Vancouver,BC,PROD-81762,Office Supplies,Binders,1.0
CA-2012-250551,29/03/2024,CL-44422,Consumer,Canada,Vancouver,BC,PROD-97134,Furniture,Chairs,516.96
BR-1993-436854,02/09/2022,CL-13116,Consumer,Brazil,Belo Horizonte,MG,PROD-96269,Office Supplies,Labels,136.79
UN-1984-631922,03/01/2022,CL-14781,Home Office,United States,Chicago,IL,PROD-97268,Technology,Phones,499.59
CA-1975-520962,28/12/2021,CL-92719,Consumer,Canada,Ottawa,ON,PROD-70063,Furniture,Furnishings,206.06
CA-2015-424907,15/08/2022,CL-59480,Corporate,Canada,Ottawa,ON,PROD-22765,Office Supplies,Paper,34.57
BR-1999-360812,27/04/2021,CL-78963,Home Office,Brazil,São Paulo,SP,PROD-38804,Furniture,Bookcases,282.5
BR-1971-405187,17/12/2024,CL-39281,Consumer,Brazil,São Paulo,SP,PROD-51008,Furniture,Chairs,498.74
CA-1996-118622,19/06/2020,CL-74450,Consumer,Canada,Montreal,QC,PROD-46435,Technology,Accessories,485.21
UN-1970-429349,29/05/2021,CL-45582,Corporate,United States,Miami,FL,PROD-64173,Technology,Machines,433.61
BR-2014-826859,16/11/2021,CL-35513,Consumer,Brazil,Curitiba,PR,PROD-57084,Technology,Machines,553.48
CA-2001-252328,22/06/2024,CL-54148,Corporate,Canada,Ottawa,ON,PROD-30342,Office Supplies,Paper,115.0
UN-2014-273993,11/11/2023,CL-26697,Consumer,United States,Houston,TX,PROD-42743,Furniture,Chairs,306.41
BR-1990-490364,22/07/2024,CL-60101,Corporate,Brazil,Rio de Janeiro,RJ,PROD-71354,Office Supplies,Binders,104.81
BR-2016-791321,26/06/2023,CL-58360,Home Office,Brazil,Rio de Janeiro,RJ,PROD-77981,Office Supplies,Binders,176.68
CA-2024-641676,11/10/2023,CL-92448,Home Office,Canada,Toronto,ON,PROD-31758,Office Supplies,Binders,150.62
BR-1975-522101,28/12/2022,CL-66538,Home Office,Brazil,Belo Horizonte,MG,PROD-15694,Furniture,Furnishings,169.42
CA-1979-707245,24/06/2021,CL-26657,Home Office,Canada,Toronto,ON,PROD-73936,Furniture,Tables,381.19
CA-1982-765725,14/07/2020,CL-90505,Home Office,Canada,Montreal,QC,PROD-14409,Office Supplies,Storage,78.81
CA-1971-186924,14/05/2021,CL-52779,Corporate,Canada,Calgary,AB,PROD-28420,Furniture,Furnishings,441.84
UN-1971-417452,06/01/2022,CL-49705,Consumer,United States,Miami,FL,PROD-30354,Office Supplies,Labels,43.98
BR-2002-363257,13/03/2022,CL-80345,Corporate,Brazil,Rio de Janeiro,RJ,PROD-81331,Office Supplies,Paper,78.53
BR-2014-346106,25/08/2021,CL-70558,Corporate,Brazil,São Paulo,SP,PROD-20067,Furniture,Furnishings,401.84
UN-1999-978285,22/06/2022,CL-24401,Consumer,United States,New York,NY,PROD-79863,Furniture,Chairs,124.35
CA-1982-761964,30/12/2024,CL-86960,Corporate,Canada,Vancouver,BC,PROD-25962,Office Supplies,Storage,133.53
BR-1990-106712,23/02/2021,CL-60231,Consumer,Brazil,Curitiba,PR,PROD-21176,Furniture,Furnishings,208.56
UN-1980-971177,10/05/2024,CL-23360,Home Office,United States,Houston,TX,PROD-86042,Furniture,Chairs,451.62
BR-1998-418529,12/06/2024,CL-73727,Home Office,Brazil,Belo Horizonte,MG,PROD-63635,Office Supplies,Paper,209.52
CA-1977-147465,07/08/2020,CL-38894,Consumer,Canada,Vancouver,BC,PROD-44319,Office Supplies,Binders,43.73
UN-1980-640717,30/10/2021,CL-23584,Home Office,United States,New York,NY,PROD-24531,Furniture,Chairs,269.98
CA-2003-458409,15/03/2024,CL-21262,Consumer,Canada,Toronto,ON,PROD-40337,Office Supplies,Binders,112.27
UN-1971-424762,04/06/2024,CL-50870,Consumer,United States,New York,NY,PROD-69039,Office Supplies,Binders,93.36
CA-2009-700335,28/03/2024,CL-46030,Corporate,Canada,Montreal,QC,PROD-16260,Office Supplies,Binders,64.81
UN-1983-652145,24/06/2022,CL-37876,Consumer,United States,New York,NY,PROD-19071,Office Supplies,Storage,20.47
BR-2008-899987,04/12/2022,CL-61082,Corporate,Brazil,São Paulo,SP,PROD-45620,Office Supplies,Labels,75.29
UN-1973-444061,01/10/2023,CL-96690,Home Office,United States,Los Angeles,CA,PROD-71917,Furniture,Furnishings,418.2
UN-1970-128648,04/04/2023,CL-39161,Corporate,United States,New York,NY,PROD-38153,Office Supplies,Labels,124.66
UN-2012-103890,15/04/2021,CL-89202,Consumer,United States,Chicago,IL,PROD-40103,Technology,Machines,447.61
CA-1998-512283,02/02/2024,CL-90592,Consumer,Canada,Toronto,ON,PROD-47870,Technology,Accessories,568.73
BR-2020-104516,19/08/2024,CL-60503,Consumer,Brazil,Salvador,BA,PROD-12217,Office Supplies,Binders,208.96
BR-2010-345097,03/05/2025,CL-18567,Home Office,Brazil,Salvador,BA,PROD-94659,Office Supplies,Labels,93.25
BR-1989-353163,17/02/2025,CL-21480,Consumer,Brazil,Belo Horizonte,MG,PROD-99842,Office Supplies,Storage,171.15
BR-2003-775290,24/09/2020,CL-53553,Corporate,Brazil,São Paulo,SP,PROD-48708,Technology,Machines,322.79
BR-2003-515408,25/10/2023,CL-14908,Corporate,Brazil,Rio de Janeiro,RJ,PROD-60921,Office Supplies,Paper,115.43
BR-2010-404708,12/10/2024,CL-78295,Corporate,Brazil,São Paulo,SP,PROD-62429,Office Supplies,Storage,93.56
CA-1985-912538,25/07/2024,CL-93306,Home Office,Canada,Montreal,QC,PROD-93381,Technology,Machines,867.05
CA-2005-641866,06/12/2020,CL-19088,Consumer,Canada,Ottawa,ON,PROD-71249,Office Supplies,Labels,112.57
CA-1998-126584,30/07/2020,CL-17019,Corporate,Canada,Vancouver,BC,PROD-69768,Office Supplies,Binders,5.59
BR-1991-902390,26/04/2025,CL-39087,Corporate,Brazil,São Paulo,SP,PROD-95700,Office Supplies,Storage,108.6
UN-1974-948240,13/02/2025,CL-36475,Corporate,United States,Miami,FL,PROD-14846,Office Supplies,Paper,78.54
CA-2014-563837,11/09/2022,CL-23974,Home Office,Canada,Toronto,ON,PROD-85200,Furniture,Chairs,76.81
UN-2002-746014,19/12/2023,CL-13096,Consumer,United States,New York,NY,PROD-32311,Furniture,Bookcases,349.68
UN-2003-949507,30/05/2021,CL-56749,Home Office,United States,Chicago,IL,PROD-53802,Office Supplies,Binders,114.15
UN-2000-343649,14/05/2023,CL-40578,Home Office,United States,Houston,TX,PROD-97239,Office Supplies,Paper,89.83
CA-1971-835397,16/02/2024,CL-54884,Consumer,Canada,Montreal,QC,PROD-59024,Technology,Machines,649.85
BR-1989-913857,15/10/2021,CL-99090,Consumer,Brazil,Curitiba,PR,PROD-13475,Furniture,Furnishings,525.33
CA-2001-101323,19/01/2022,CL-17261,Home Office,Canada,Vancouver,BC,PROD-50778,Office Supplies,Paper,57.44
CA-1999-503415,05/05/2023,CL-92117,Corporate,Canada,Ottawa,ON,PROD-62981,Technology,Accessories,688.45
BR-2004-875630,23/05/2022,CL-90402,Home Office,Brazil,Salvador,BA,PROD-72602,Technology,Phones,757.82
UN-2009-326970,14/04/2022,CL-84439,Corporate,United States,Los Angeles,CA,PROD-49772,Furniture,Furnishings,307.02
CA-2010-852517,20/04/2023,CL-29953,Home Office,Canada,Vancouver,BC,PROD-35700,Office Supplies,Storage,186.87
CA-1978-999492,26/05/2024,CL-53197,Consumer,Canada,Montreal,QC,PROD-96671,Technology,Machines,741.03
CA-2019-680290,29/11/2022,CL-69406,Consumer,Canada,Vancouver,BC,PROD-97003,Office Supplies,Storage,53.83
UN-1998-704511,26/09/2023,CL-36313,Corporate,United States,New York,NY,PROD-26301,Furniture,Bookcases,324.98
CA-2024-551329,25/06/2023,CL-10768,Corporate,Canada,Calgary,AB,PROD-57879,Office Supplies,Binders,75.57
CA-2024-964819,07/06/2024,CL-51868,Home Office,Canada,Toronto,ON,PROD-70621,Office Supplies,Paper,94.68
BR-2012-507456,17/10/2021,CL-27858,Consumer,Brazil,São Paulo,SP,PROD-54433,Technology,Phones,180.78
UN-1989-489015,06/03/2022,CL-44468,Corporate,United States,Miami,FL,PROD-61530,Technology,Accessories,379.78
UN-2015-116332,23/02/2021,CL-23320,Home Office,United States,Los Angeles,CA,PROD-48793,Technology,Machines,486.86
CA-1978-105140,10/07/2024,CL-40248,Home Office,Canada,Montreal,QC,PROD-88551,Office Supplies,Storage,69.4
BR-1983-598530,21/11/2021,CL-22983,Corporate,Brazil,Belo Horizonte,MG,PROD-80910,Technology,Accessories,465.99
UN-2011-437803,29/09/2021,CL-26533,Home Office,United States,Miami,FL,PROD-89211,Furniture,Bookcases,299.73
BR-1976-508347,08/08/2024,CL-17024,Consumer,Brazil,Belo Horizonte,MG,PROD-10929,Furniture,Tables,250.57
CA-2003-187203,15/12/2023,CL-52821,Consumer,Canada,Toronto,ON,PROD-65591,Furniture,Chairs,320.89
UN-1985-301878,31/12/2022,CL-83642,Corporate,United States,New York,NY,PROD-43806,Technology,Machines,618.09
CA-2007-246082,13/03/2022,CL-21497,Consumer,Canada,Ottawa,ON,PROD-40276,Technology,Phones,543.14
BR-1971-786973,25/10/2020,CL-35325,Corporate,Brazil,Curitiba,PR,PROD-79580,Technology,Accessories,173.48
CA-1987-901281,20/06/2023,CL-99181,Home Office,Canada,Calgary,AB,PROD-99993,Technology,Phones,417.93
CA-2016-306194,15/06/2023,CL-98323,Consumer,Canada,Calgary,AB,PROD-38580,Office Supplies,Paper,89.98
BR-1981-654932,06/10/2021,CL-26366,Home Office,Brazil,Belo Horizonte,MG,PROD-74722,Technology,Copiers,339.86
UN-1972-997663,12/09/2024,CL-57553,Home Office,United States,Los Angeles,CA,PROD-51551,Technology,Machines,472.35
UN-1992-232587,15/12/2020,CL-19413,Home Office,United States,New York,NY,PROD-79508,Technology,Accessories,676.83
BR-1977-323685,29/01/2024,CL-20696,Home Office,Brazil,Rio de Janeiro,RJ,PROD-78979,Furniture,Furnishings,363.4
UN-1978-503079,06/05/2022,CL-18274,Home Office,United States,Chicago,IL,PROD-93633,Furniture,Furnishings,341.82
CA-1985-298792,13/03/2025,CL-64193,Consumer,Canada,Vancouver,BC,PROD-44314,Furniture,Tables,248.63
CA-1987-544135,21/07/2024,CL-76419,Corporate,Canada,Calgary,AB,PROD-34808,Technology,Accessories,316.35
CA-2023-533929,24/04/2023,CL-70613,Corporate,Canada,Ottawa,ON,PROD-66956,Technology,Phones,282.5
BR-2022-919517,09/06/2023,CL-85681,Consumer,Brazil,Rio de Janeiro,RJ,PROD-97349,Furniture,Tables,331.04
CA-2022-790580,24/10/2020,CL-33551,Consumer,Canada,Ottawa,ON,PROD-54995,Technology,Accessories,530.72
CA-1988-944149,25/02/2025,CL-69534,Consumer,Canada,Vancouver,BC,PROD-23329,Technology,Machines,246.76
UN-2016-711501,13/09/2021,CL-44083,Home Office,United States,Miami,FL,PROD-89300,Furniture,Furnishings,247.66
CA-2011-428226,19/10/2024,CL-34249,Corporate,Canada,Montreal,QC,PROD-90596,Furniture,Tables,319.65
UN-2018-897044,20/04/2021,CL-42546,Corporate,United States,Chicago,IL,PROD-92548,Office Supplies,Labels,67.58
CA-1999-221788,04/11/2020,CL-19749,Consumer,Canada,Ottawa,ON,PROD-50515,Office Supplies,Binders,34.45
BR-2021-125488,21/04/2024,CL-89298,Consumer,Brazil,São Paulo,SP,PROD-78123,Office Supplies,Labels,87.5
UN-1977-189310,11/05/2021,CL-53770,Home Office,United States,Miami,FL,PROD-51584,Office Supplies,Storage,134.13
UN-2008-908371,13/04/2021,CL-93926,Home Office,United States,Miami,FL,PROD-60941,Technology,Phones,645.72
BR-2004-739369,09/10/2020,CL-16832,Corporate,Brazil,Salvador,BA,PROD-32509,Technology,Machines,421.33
CA-1981-116579,24/04/2021,CL-44923,Consumer,Canada,Toronto,ON,PROD-61140,Technology,Accessories,438.35
UN-1983-287252,02/06/2021,CL-62014,Home Office,United States,Los Angeles,CA,PROD-61808,Furniture,Furnishings,493.94
BR-1980-439739,29/06/2023,CL-76678,Consumer,Brazil,Rio de Janeiro,RJ,PROD-48922,Furniture,Tables,388.59
CA-2018-461444,25/11/2022,CL-96231,Home Office,Canada,Toronto,ON,PROD-91163,Furniture,Bookcases,264.37
CA-2021-856530,03/03/2024,CL-69686,Consumer,Canada,Calgary,AB,PROD-84874,Office Supplies,Paper,111.76
CA-2003-900735,19/09/2024,CL-55384,Home Office,Canada,Montreal,QC,PROD-18840,Office Supplies,Labels,179.04
CA-1980-382520,05/04/2021,CL-99415,Consumer,Canada,Vancouver,BC,PROD-21185,Office Supplies,Storage,149.8
BR-1992-510531,06/07/2023,CL-69775,Consumer,Brazil,Salvador,BA,PROD-11553,Technology,Accessories,267.49
CA-1978-472397,03/08/2021,CL-61504,Corporate,Canada,Ottawa,ON,PROD-95581,Office Supplies,Paper,110.62
UN-1999-482486,18/02/2022,CL-82825,Home Office,United States,New York,NY,PROD-48228,Furniture,Tables,223.04
BR-2022-935172,14/12/2023,CL-11889,Consumer,Brazil,Rio de Janeiro,RJ,PROD-81177,Furniture,Chairs,132.66
UN-1986-879212,21/06/2020,CL-76606,Home Office,United States,Houston,TX,PROD-29156,Furniture,Chairs,1.0
BR-1993-636112,11/06/2024,CL-71123,Consumer,Brazil,Belo Horizonte,MG,PROD-39251,Technology,Accessories,1061.05
BR-2004-187267,08/11/2022,CL-32513,Corporate,Brazil,São Paulo,SP,PROD-93450,Office Supplies,Paper,108.63
BR-1975-671231,15/11/2021,CL-55735,Consumer,Brazil,Salvador,BA,PROD-29575,Office Supplies,Labels,55.82
BR-1995-167164,05/09/2022,CL-90895,Consumer,Brazil,Salvador,BA,PROD-68876,Furniture,Chairs,245.45
CA-1994-365692,12/12/2023,CL-98266,Corporate,Canada,Montreal,QC,PROD-19090,Furniture,Furnishings,169.51
CA-1980-899048,03/07/2022,CL-37438,Corporate,Canada,Vancouver,BC,PROD-92474,Office Supplies,Storage,83.78
UN-1998-470653,02/12/2024,CL-53518,Home Office,United States,New York,NY,PROD-21976,Furniture,Bookcases,276.79
CA-1979-184687,10/05/2022,CL-14241,Consumer,Canada,Toronto,ON,PROD-77275,Furniture,Bookcases,378.7
CA-1998-844494,24/01/2024,CL-26894,Corporate,Canada,Montreal,QC,PROD-26884,Technology,Copiers,894.81
BR-2001-113489,24/11/2023,CL-37499,Consumer,Brazil,Rio de Janeiro,RJ,PROD-64832,Technology,Phones,139.57
UN-2024-437891,21/10/2024,CL-15018,Home Office,United States,Los Angeles,CA,PROD-30124,Furniture,Tables,220.1
CA-1972-839654,29/06/2023,CL-34956,Corporate,Canada,Ottawa,ON,PROD-97774,Furniture,Chairs,215.17
CA-1979-307084,07/03/2024,CL-69886,Consumer,Canada,Vancouver,BC,PROD-53370,Technology,Copiers,163.01
CA-2018-990682,01/07/2020,CL-83433,Home Office,Canada,Toronto,ON,PROD-13949,Office Supplies,Paper,119.67
BR-1974-331854,25/10/2024,CL-26248,Corporate,Brazil,Salvador,BA,PROD-65315,Technology,Machines,713.89
CA-1993-862192,19/02/2021,CL-98612,Consumer,Canada,Calgary,AB,PROD-50048,Technology,Machines,573.52
BR-1997-491974,04/02/2023,CL-46496,Consumer,Brazil,Rio de Janeiro,RJ,PROD-43124,Furniture,Bookcases,451.3
BR-1999-509955,24/10/2021,CL-44590,Corporate,Brazil,Salvador,BA,PROD-86059,Furniture,Furnishings,248.97
BR-1996-404244,08/12/2020,CL-53422,Consumer,Brazil,São Paulo,SP,PROD-82393,Technology,Copiers,258.75
BR-2014-613594,24/09/2020,CL-63374,Consumer,Brazil,Belo Horizonte,MG,PROD-49232,Technology,Phones,434.75
CA-2009-640776,12/09/2021,CL-10470,Consumer,Canada,Calgary,AB,PROD-86853,Technology,Accessories,636.76
UN-2012-106366,27/11/2020,CL-51661,Home Office,United States,New York,NY,PROD-12380,Furniture,Bookcases,366.89
CA-1990-203510,01/11/2024,CL-35577,Corporate,Canada,Calgary,AB,PROD-26012,Technology,Machines,591.35
BR-1997-832043,25/12/2023,CL-42052,Consumer,Brazil,Belo Horizonte,MG,PROD-31318,Office Supplies,Paper,136.34
CA-1990-627658,15/02/2025,CL-81859,Corporate,Canada,Ottawa,ON,PROD-35310,Furniture,Bookcases,284.44
CA-1993-346427,31/01/2023,CL-55854,Home Office,Canada,Calgary,AB,PROD-45522,Technology,Copiers,499.23
BR-1989-282826,25/06/2020,CL-54546,Consumer,Brazil,Belo Horizonte,MG,PROD-98652,Office Supplies,Storage,101.97
CA-2011-191162,26/11/2024,CL-25179,Consumer,Canada,Montreal,QC,PROD-53202,Furniture,Chairs,211.05
UN-2017-975376,31/08/2021,CL-33799,Corporate,United States,Chicago,IL,PROD-70687,Technology,Machines,581.83
CA-2000-521386,07/11/2023,CL-15292,Consumer,Canada,Ottawa,ON,PROD-38973,Technology,Accessories,1.0
UN-2007-349518,28/02/2022,CL-12604,Corporate,United States,Chicago,IL,PROD-43387,Technology,Phones,511.78
CA-2017-223451,05/03/2024,CL-81246,Consumer,Canada,Ottawa,ON,PROD-66592,Furniture,Furnishings,222.9
UN-2025-485850,09/05/2023,CL-53054,Home Office,United States,Los Angeles,CA,PROD-48668,Furniture,Tables,324.46
CA-2022-147390,09/11/2023,CL-52727,Home Office,Canada,Montreal,QC,PROD-56219,Technology,Accessories,116.99
UN-1990-620015,03/02/2022,CL-88588,Consumer,United States,Houston,TX,PROD-89595,Office Supplies,Storage,61.59
BR-1972-119211,17/02/2021,CL-50035,Corporate,Brazil,Rio de Janeiro,RJ,PROD-53431,Office Supplies,Paper,63.42
UN-1992-440932,26/12/2024,CL-99499,Consumer,United States,Los Angeles,CA,PROD-23641,Office Supplies,Labels,40.26
UN-2019-656381,25/09/2023,CL-84768,Consumer,United States,New York,NY,PROD-70916,Technology,Copiers,497.96
BR-2005-290352,27/06/2021,CL-25241,Consumer,Brazil,Belo Horizonte,MG,PROD-36883,Technology,Accessories,486.21
UN-1989-163740,06/01/2025,CL-11017,Consumer,United States,Miami,FL,PROD-77373,Technology,Machines,362.51
UN-1976-236214,27/03/2022,CL-98030,Home Office,United States,Houston,TX,PROD-76530,Office Supplies,Binders,65.07
CA-2007-107374,07/10/2024,CL-74991,Corporate,Canada,Ottawa,ON,PROD-46800,Technology,Accessories,466.82
BR-2005-866008,27/01/2023,CL-85005,Home Office,Brazil,São Paulo,SP,PROD-89206,Technology,Accessories,513.78
UN-2021-589205,25/04/2023,CL-23779,Corporate,United States,Miami,FL,PROD-93021,Technology,Accessories,256.91
CA-1971-321505,11/10/2021,CL-78271,Corporate,Canada,Calgary,AB,PROD-98704,Furniture,Tables,291.22
CA-2024-968985,26/08/2020,CL-29075,Corporate,Canada,Ottawa,ON,PROD-77287,Technology,Copiers,373.68
CA-2010-637426,03/01/2025,CL-95453,Home Office,Canada,Ottawa,ON,PROD-23751,Technology,Machines,483.81
UN-1986-515158,13/08/2022,CL-41812,Home Office,United States,Los Angeles,CA,PROD-16704,Technology,Machines,457.56
CA-2019-593107,01/01/2023,CL-41091,Home Office,Canada,Toronto,ON,PROD-75069,Technology,Phones,743.65
UN-2004-919812,05/01/2024,CL-46266,Corporate,United States,Miami,FL,PROD-50977,Technology,Copiers,432.26
CA-2019-215678,10/05/2021,CL-15664,Corporate,Canada,Montreal,QC,PROD-69231,Office Supplies,Labels,123.07
CA-1995-242016,04/12/2020,CL-60541,Corporate,Canada,Vancouver,BC,PROD-93918,Technology,Machines,729.4
UN-2012-970679,17/08/2022,CL-56485,Consumer,United States,Los Angeles,CA,PROD-84454,Office Supplies,Storage,162.83
CA-1994-361604,24/09/2024,CL-54680,Home Office,Canada,Calgary,AB,PROD-85987,Furniture,Bookcases,340.04
CA-1973-757116,20/06/2021,CL-93470,Home Office,Canada,Vancouver,BC,PROD-84408,Technology,Copiers,206.72
BR-2000-481549,23/06/2021,CL-76359,Corporate,Brazil,Salvador,BA,PROD-51186,Technology,Machines,518.62
CA-2008-445889,13/12/2022,CL-64609,Home Office,Canada,Vancouver,BC,PROD-97293,Technology,Machines,328.83
BR-2000-963828,17/06/2020,CL-38584,Home Office,Brazil,Salvador,BA,PROD-50184,Office Supplies,Labels,21.42
BR-1986-159547,20/04/2023,CL-68046,Home Office,Brazil,Salvador,BA,PROD-95479,Technology,Accessories,175.98
BR-2008-198481,12/05/2025,CL-99926,Consumer,Brazil,Salvador,BA,PROD-93469,Office Supplies,Storage,115.45
UN-2010-615825,13/12/2024,CL-76566,Consumer,United States,New York,NY,PROD-80071,Technology,Phones,443.75
UN-1993-300013,28/05/2022,CL-35869,Corporate,United States,Miami,FL,PROD-75673,Furniture,Tables,350.74
UN-1989-528658,17/12/2022,CL-86237,Home Office,United States,New York,NY,PROD-87053,Furniture,Tables,306.41
UN-2015-815252,15/04/2025,CL-15664,Consumer,United States,Los Angeles,CA,PROD-34548,Technology,Copiers,471.17
BR-2018-430365,09/08/2021,CL-35633,Corporate,Brazil,Rio de Janeiro,RJ,PROD-30790,Technology,Machines,583.57
BR-2005-948153,18/08/2023,CL-25581,Home Office,Brazil,Belo Horizonte,MG,PROD-47321,Technology,Copiers,360.5
UN-1977-297525,10/07/2022,CL-28304,Consumer,United States,Los Angeles,CA,PROD-26771,Office Supplies,Binders,115.4
UN-2005-406204,16/03/2023,CL-65558,Corporate,United States,Houston,TX,PROD-90265,Office Supplies,Binders,89.69
BR-1983-429214,15/05/2025,CL-58253,Home Office,Brazil,Curitiba,PR,PROD-55177,Furniture,Bookcases,323.55
UN-2000-142943,28/06/2023,CL-63880,Corporate,United States,New York,NY,PROD-24882,Furniture,Chairs,238.53
UN-1979-424186,01/04/2021,CL-44795,Home Office,United States,New York,NY,PROD-57245,Furniture,Furnishings,477.38
UN-1998-903179,14/01/2024,CL-30986,Home Office,United States,Houston,TX,PROD-24126,Office Supplies,Binders,41.29
CA-1976-765706,10/02/2021,CL-29329,Home Office,Canada,Vancouver,BC,PROD-72601,Technology,Phones,222.45
CA-1998-131104,11/12/2020,CL-67357,Consumer,Canada,Toronto,ON,PROD-63113,Office Supplies,Labels,116.32
BR-2002-788091,10/07/2021,CL-92879,Corporate,Brazil,Rio de Janeiro,RJ,PROD-13462,Furniture,Tables,274.61
UN-2000-684536,30/03/2022,CL-56229,Home Office,United States,Chicago,IL,PROD-42549,Office Supplies,Storage,77.48
BR-1995-439572,29/01/2021,CL-54578,Corporate,Brazil,Belo Horizonte,MG,PROD-86104,Office Supplies,Labels,103.2
BR-1997-839972,22/11/2024,CL-53624,Consumer,Brazil,Rio de Janeiro,RJ,PROD-66191,Office Supplies,Paper,133.92
UN-2005-932134,03/03/2025,CL-38362,Home Office,United States,Houston,TX,PROD-40420,Office Supplies,Labels,136.47
BR-1987-704565,10/10/2023,CL-88722,Corporate,Brazil,Salvador,BA,PROD-18089,Office Supplies,Paper,34.88
CA-2003-644786,21/05/2025,CL-33323,Corporate,Canada,Calgary,AB,PROD-42007,Furniture,Chairs,208.04
CA-1999-544689,07/01/2024,CL-83768,Consumer,Canada,Calgary,AB,PROD-12276,Technology,Accessories,228.86
CA-2019-691641,30/07/2024,CL-68212,Corporate,Canada,Vancouver,BC,PROD-59089,Furniture,Chairs,252.65
CA-1981-580155,18/12/2023,CL-89363,Corporate,Canada,Toronto,ON,PROD-14866,Office Supplies,Binders,85.29
CA-2004-457313,23/08/2021,CL-98895,Consumer,Canada,Calgary,AB,PROD-24131,Furniture,Chairs,373.74
BR-2002-365133,30/06/2021,CL-50545,Consumer,Brazil,São Paulo,SP,PROD-90163,Furniture,Tables,355.09
UN-1978-271536,23/04/2024,CL-25008,Consumer,United States,Houston,TX,PROD-60120,Technology,Machines,671.91
CA-2006-819183,12/10/2024,CL-41151,Consumer,Canada,Toronto,ON,PROD-99949,Technology,Accessories,593.33
CA-2017-706067,02/06/2021,CL-59535,Home Office,Canada,Toronto,ON,PROD-95039,Technology,Accessories,352.92
BR-2000-335228,23/03/2022,CL-13262,Consumer,Brazil,São Paulo,SP,PROD-72964,Furniture,Bookcases,186.74
BR-1972-158356,10/06/2024,CL-83298,Consumer,Brazil,Rio de Janeiro,RJ,PROD-26505,Office Supplies,Binders,49.31
CA-2008-566062,01/10/2021,CL-46664,Corporate,Canada,Vancouver,BC,PROD-33832,Technology,Machines,233.82
BR-1978-614846,23/07/2023,CL-80972,Corporate,Brazil,Belo Horizonte,MG,PROD-80182,Office Supplies,Labels,105.83
BR-1977-519670,22/11/2023,CL-35364,Consumer,Brazil,Curitiba,PR,PROD-29755,Furniture,Chairs,376.8
CA-1995-182995,11/06/2021,CL-31942,Home Office,Canada,Ottawa,ON,PROD-65232,Technology,Phones,856.65
CA-1989-536162,12/04/2025,CL-64930,Home Office,Canada,Toronto,ON,PROD-57929,Office Supplies,Labels,155.37
CA-2005-614923,04/10/2020,CL-63523,Home Office,Canada,Montreal,QC,PROD-11722,Furniture,Bookcases,456.58
UN-1978-970648,20/09/2021,CL-44769,Consumer,United States,New York,NY,PROD-67666,Technology,Machines,320.59
CA-1990-479361,30/07/2023,CL-70428,Corporate,Canada,Montreal,QC,PROD-38510,Office Supplies,Paper,57.18
CA-1990-592068,08/08/2023,CL-74856,Home Office,Canada,Calgary,AB,PROD-81756,Technology,Copiers,462.26
UN-2003-949832,01/12/2022,CL-89429,Corporate,United States,New York,NY,PROD-45728,Office Supplies,Binders,1.0
UN-2023-913103,26/08/2020,CL-16928,Consumer,United States,Houston,TX,PROD-66882,Office Supplies,Storage,78.28
BR-1979-260592,18/08/2021,CL-81533,Consumer,Brazil,Curitiba,PR,PROD-50149,Technology,Machines,399.78
UN-1973-637551,02/01/2024,CL-29218,Home Office,United States,Miami,FL,PROD-62566,Furniture,Tables,234.47
CA-1989-369649,05/01/2023,CL-25666,Consumer,Canada,Toronto,ON,PROD-67350,Technology,Machines,557.61
BR-1982-178152,01/04/2022,CL-94603,Corporate,Brazil,Belo Horizonte,MG,PROD-77626,Furniture,Furnishings,278.15
BR-1970-669113,28/07/2024,CL-77542,Consumer,Brazil,Belo Horizonte,MG,PROD-11386,Office Supplies,Storage,181.19
BR-2007-594875,16/06/2021,CL-85658,Home Office,Brazil,Salvador,BA,PROD-58192,Office Supplies,Labels,133.06
BR-1974-229195,20/05/2023,CL-32832,Consumer,Brazil,Rio de Janeiro,RJ,PROD-44407,Office Supplies,Paper,69.92
CA-1998-804906,17/10/2020,CL-99872,Consumer,Canada,Montreal,QC,PROD-45396,Furniture,Bookcases,91.34
UN-2008-746766,04/07/2024,CL-82924,Corporate,United States,New York,NY,PROD-99248,Furniture,Chairs,155.47
CA-2008-102897,19/01/2023,CL-25532,Consumer,Canada,Toronto,ON,PROD-71771,Technology,Machines,501.97
CA-1992-609501,06/04/2024,CL-23470,Consumer,Canada,Ottawa,ON,PROD-58105,Technology,Machines,881.03
BR-2002-859725,17/08/2023,CL-17184,Corporate,Brazil,Salvador,BA,PROD-71773,Office Supplies,Binders,181.29
